('811290390608389882', True)
('6026311580230704870', True)
('55918496848927', True)
('872152333484683', False)
('62500588124422402', False)
('21911960461759051', True)
('78673500465050', False)
('37171891303220', False)
('3809508553261', True)
('396966579368270473', True)
('4705185703234103', True)
('08333107602416', True)
('9359061405273241248', True)
('5425894029978', False)
('58030123368555', False)
('7090412652330587475', False)
('021044509237379', True)
('7770882932409339391', False)
('878035341067879', True)
('89224378249510291', False)
('786704581656778612', False)
('9831069045905579092', False)
('135474551563161', True)
('714309477915203', False)
('7510953190471118', False)
('0351715094063', True)
('381573803709466039', False)
('236516968601012045', False)
('249544844671165907', False)
('59297926262023095', False)
('03576425580061', True)
('222395903319498224', True)
('199703267609931', True)
('31968715485281917', True)
('9511607478150', True)
('91136750724348', False)
('30574248513267', False)
('323830791576200', False)
('8649623619330051699', False)
('4048179351564', False)
('9024998952436834855', False)
('065869761760702', False)
('65401286638319', True)
('5865503520851', True)
('9280499482760754', False)
('0024924744626', True)
('0957913497801140620', False)
('6828338235235', False)
('2754601364587369', True)
('9960549586671', True)
('36775025812674038', True)
('541961683363807', True)
('4221189455742', True)
('480878562169390079', False)
('902880449641452850', True)
('0394178232645141', True)
('5152936263219032841', False)
('307617047227120', False)
('49700644249037057', True)
('01710685533023823', True)
('87543023073955', True)
('019647407558215253', True)
('473166200166806', False)
('51663485996048', True)
('7290972842625', False)
('069095370716977', True)
('571448544934565', False)
('139613540470250820', False)
('7633679741115985', True)
('6798119613306133225', True)
('2009722529084942455', False)
('566594431493995137', False)
('37912444669371', True)
('565245671687320726', False)
('43366060379161708', True)
('29851687645575', False)
('82319966141177077', False)
('8857504582797', False)
('69103337483536287', True)
('705150996154935499', True)
('3219985810898916360', True)
('90817601738062156', True)
('1383192564905106060', False)
('76427709671634', False)
('163458215877252574', False)
('8814287985077494278', True)
('516139161298883', True)
('372166569071961', True)
('410499171607268', False)
('561938171175294351', True)
('1315951201718124740', False)
('6920794598493858', False)
('50515630273535135', False)
('439733969048137', False)
('19274612154971929', False)
('1588711677396', True)
('5838434865963572896', False)
('742864253506001459', False)
('57867198218384', True)
('86467880572753', True)
('4946075249351559110', False)
('7339179070802847', False)
('0528207325689', True)
('6795687090983693', False)
('6809507950649', False)
('92705599343624', False)
('752814134845301463', False)
('86938120595184', True)
('82768988360531301', False)
('900327747276986604', False)
('62093215759002', True)
('87380134648251407', True)
('7309827803182889', True)
('0739414472863415', True)
('6640299444940', True)
('127516666987556475', False)
('368705763005352', True)
('4399109952972', False)
('498226148077514', True)
('0949317631386159204', False)
('4518153424665', True)
('6880316016541', False)
('0013412765052', False)
('77115435565274', True)
('47313924211224293', False)
('2534427284179', False)
('140988294175796', True)
('10357241280132', False)
('9502108894266389819', True)
('92073148886019', True)
('9117976471117418', True)
('475177708163169', False)
('6975735659280050', True)
('935694769962796', True)
('094785749578171', False)
('2764096900494', False)
('5785068441832', True)
('11895835469180', True)
('76913236113224', True)
('935635489283736408', False)
('5258372069210', False)
('47900112365305', False)
('4808159460312', True)
('29609265108116602', False)
('0109879479810712284', True)
('13961678217811341', False)
('5472822152648783', False)
('2459002543481', False)
('590688854632708', True)
('9801846842009993644', False)
('69819847083632', False)
('3727530868186588', False)
('537524286853045311', True)
('3259949698269', False)
('20918889393657', True)
('4110759635165', True)
('1619443359823344', True)
('99816288950306339', False)
('6184467999989', True)
('256517483180448971', False)
('614200040391059294', True)
('62757326286812', False)
('783151897039461', True)
('024962859487665', True)
('403918620787407008', False)
('243928381069258720', True)
('2744154014654508577', False)
('005713002615108597', True)
('813266734071180', True)
('9170528899625792353', True)
('8585200457283', False)
('07560429775374661', True)
('4143870338849', False)
('6217187792560816', False)
('47611444360340', False)
('78711285858337', True)
('94207387710401', False)
('1420524439485', False)
('51070521639872780', False)
('88977207793961298', False)
('3984861852731', True)
('84833112301101291', False)
('127279003026192', False)
('7515009663634', True)
('955844772234655453', False)
('90083945229323', False)
('734599886731503291', True)
('99913167506031884', True)
('57707857931033441', False)
('6157468414233343', True)
('542060693038712', False)
('6266654884163', True)
('28550956000725', True)
('1824174151542292332', True)
('0359006615086509113', True)
('5176963984524', False)
('61207565058333', False)
('8510967022813980', True)
('29560770094209', True)
('4808950516320', True)
('5349211047014362976', False)
('1730488594306849', True)
('5028236926495', True)
('043623159627969273', True)
('1180049713505', False)
('628066488603010725', False)
('932106468308732961', False)
('7641806234863686', True)
('249619620803846659', False)
('07820484216633957', True)
('2021409801542048', True)
('19541981568886', False)
('53163575837267', False)
('942092908686178886', True)
('691500023339764485', True)
('24179406211999138', False)
('3800881589877524492', False)
('1723831532135250', True)
('0360730884820', True)
('08195469719439', True)
('12318522177023', False)
('091235812018093', True)
('654632610086131659', True)
('11802925588305628', True)
('97829069314165', True)
('5416373700937673', True)
('7077718951166743235', True)
('0157426217247228', False)
('888233040755120', False)
('29221274973122115', True)
('9222499892454', True)
('962319824829519', False)
('4012722032047869', True)
('368139907185864', True)
('71579182710167424', False)
('0970492265206', True)
('5543843556185565', False)
('2319172036728136274', True)
('181657726403361', True)
('4433387524268463', True)
('959433682976562', True)
('33231805580886103', False)
('6186124949117445', True)
('812894440818204047', True)
('50812280818870', False)
('89092270852719', True)
('10002916935392088', True)
('82487200543370403', True)
('6886050674115663', True)
('1989529786140', True)
('1122241088708463653', True)
('9248998202796', True)
('981050321529336281', True)
('15489682774094', True)
('1778569831431475', False)
('5155064660597', True)
('09225903067639', True)
('9019936771770048318', True)
('25545188400456', False)
('8146342624049958561', True)
('37759983071593315', False)
('2170210252327189769', True)
('4687333316747160032', True)
('59317062572761587', False)
('511529503391434405', False)
('2658992980700505353', True)
('0971363888528226732', True)
('650917977502517751', True)
('37908504755153307', True)
('01342737967377', False)
('5317623588575874', True)
('688584523460250688', True)
('1612712157853647', True)
('656191302702026', True)
('3472217297744', True)
('1866219916516765457', False)
('365000820754629', True)
('3389627299796', False)
('18058841588377', True)
('38132824174547632', True)
('5015481597402320036', True)
('7960025179860937', True)
('45789823495937', True)
('343902220912678890', True)
('854416602351160', True)
('17083041005942469', False)
('9906218911617', False)
('2809976706183678519', False)
('087505005657566044', False)
('16082579061375', True)
('4906973885919949', True)
('501063481707629443', False)
('3847001063107', True)
('20511213799275', True)
('15013468618828554', True)
('6189075285558267649', True)
('014264239495544971', True)
('1271102700727625', False)
('1443810065442', True)
('98319706002257', False)
('8328272761054', False)
('6281372832044468896', True)
('8803830680940998', True)
('3996990002272665310', False)
('914394771603901', False)
('4017891979470529857', True)
('641921473632748', False)
('36841915950730420', True)
('73824324906525774', True)
('0841420629963', True)
('2710905400893', True)
('1151503542844122668', False)
('48353854933937627', True)
('619842318890237683', False)
('78045562200081', False)
('5173486010510890', True)
('003657920925552985', False)
('75335900878463', True)
('9159753423743123', True)
('7158075026665086447', True)
('1135102191114', False)
('631004049762684', False)
('43089642459509', False)
('7657628954584172', False)
('2625687423857', False)
('486615281230142', True)
('9291372540378801', False)
('49084721364716', False)
('70215897730486', False)
('657464984091945452', False)
('066779443710074', True)
('78586469727233343', False)
('87929097814707', False)
('15362972781253', False)
('2436901689482428954', False)
('6620992173852123417', True)
('5368148490379031', False)
('96823313868796', True)
('51044187691692', True)
('958636978574873087', False)
('171023928680797325', False)
('569334524701840', True)
('1912012064157373', True)
('4822955386662', True)
('1640228780067124961', True)
('511812178753091', False)
('6008259709789252539', False)
('5047569478614769435', True)
('69236549605855623', False)
('3513837668015851', False)
('682767812195476', True)
('640075246149254', True)
('14197767860388', True)
('000462508144185975', True)
('76121826663554', False)
('7970027474420738', True)
('133327589888160', True)
('763266097995253596', False)
('14890883380643141', False)
('8299755822830', False)
('1165143656524300', True)
('1436639343547680', True)
('52368028065843', False)
('65887704704529', False)
('04195849732731515', False)
('2451960687297916095', False)
('713871456472811', False)
('7908557859430057', True)
('3011174759785243168', False)
('15288845299258', True)
('6185482342311', True)
('6267662067330797', True)
('1077900313658', True)
('017262292104918644', False)
('52222818135045', False)
('959466969431398', False)
('2904500708061', False)
('2986566571403777', True)
('1809584914649987', False)
('42349094716681387', True)
('89699674374445949', True)
('8450463638352', True)
('029547826366376', True)
('236890438278293589', False)
('146095934059705', False)
('7839620983387832083', True)
('7910258434940561643', False)
('406604915349921', False)
('9671031643560870650', True)
('227780588375179834', True)
('15605424627809', True)
('6290001945326137962', False)
('39037001273686', True)
('1844300810572604', False)
('33152356079327', True)
('510749463665262568', True)
('6635651996458204', True)
('9537111919314', False)
('7185493504981', True)
('094187108981249153', True)
('6878038983592', True)
('51770247039617236', True)
('5646627756204284', True)
('55951867804146475', True)
('413352557266806593', False)
('034663915840407', False)
('77635862155203478', False)
('7199220445088084551', False)
('0888615645620117305', False)
('5039352838578', False)
('2460627103793', True)
('147233799155659720', False)
('9821246930002', True)
('1254347659989005852', True)
('5352891954018', True)
('2378989325986465', False)
('995439198441658', True)
('080671292610020', True)
('83621843445477019', True)
('270547242772666', False)
('45849683552811', True)
('80124251614724', False)
('9026636581148212', True)
('62146181992666', False)
('14659863261605', True)
('72237772605581', False)
('41839316532656', False)
('2284782010969', True)
('6759243882622086893', True)
('8930609774408031131', True)
('9859361817349151258', True)
('9743274492084168982', True)
('7691550781546794', True)
('8299459281736323', False)
('486211173840840', True)
('9212601844557586248', False)
('25790262543930892', False)
('0879743478668568576', False)
('79711413484567', False)
('62995058263724895', True)
('062350019905649', True)
('549671534726894', False)
('002878650527789074', False)
('1115426895376', True)
('33673989593102529', True)
('461142379057016090', True)
('141258291315238556', True)
('0818923715301953', False)
('9509506680615465845', True)
('684263727777873', False)
('5296991956039014215', True)
('567980350243976', False)
('2843786480386763', False)
('361099451571457', False)
('2845950982982233756', False)
('262880312060310', True)
('2219192682445', True)
('9825050991331', False)
('19116465538810', False)
('7515122034150', False)
('1493641999706131', True)
('5517076667623', True)
('78488399266794', True)
('7119438313623041621', True)
('49210198816710', True)
('6459201778146265149', False)
('6700668036396608057', False)
('3112100202516785442', False)
('8801098414845860567', False)
('97192623574108695', False)
('363076658519017178', False)
('627984629503921716', False)
('66813464524583', True)
('3496232168655', True)
('73348648924547668', True)
('9629394426529', True)
('16999566039389', True)
('05121726801680466', False)
('5547544609403171', True)
('87664575947105', False)
('22625966642761059', False)
('922193536077070865', False)
('3570966667857532', False)
('10898480650189929', False)
('87946816005029', True)
('864167889641143544', False)
('228126063819923', True)
('2872631654465897917', False)
('40043359701747', False)
('3246694018868149', True)
('4874873534057455277', False)
('82884731601802316', True)
('162241441775134219', True)
('41496992212309', True)
('0112531111367313', True)
('16251340606412148', True)
('5124889632732430', False)
('1945463087945982', False)
('15626277082595', False)
('120315137513289609', False)
('123921864503320', True)
('83622298364309', False)
('8827758429037', False)
('306237514196180026', True)
('43917558535880', True)
('4684220686312', False)
('775348158734812351', False)
('8120189535379175', False)
('7700005219866594', False)
('1563598591247084769', True)
('0673161197217225328', True)
('22974835533472', False)
('9649405043862605', False)
('027415949083600502', False)
('3510970674516', True)
('365709327440590071', True)
('9223532997401927994', True)
('639876947991495688', True)
('55343806810428', True)
('9945307074858208', False)
('224202808779886348', True)
('773111413909854', True)
('930647581073887610', True)
('608657161083750451', False)
('31212794476014', True)
('9814398010897', True)
('4811431267839981', True)
('8038014574935177', False)
('2264237134762', True)
('38733258874272', False)
('22829473900920002', False)
('8493255282034090675', True)
('24344355464862', True)
('5518458988181373688', True)
('2716132725940292', True)
('1375621456789898', True)
('03379209505680166', True)
('023695557005893', False)
('7290662484698258492', False)
('428819802491362', True)
('555019470370190925', False)
('809521306958219235', True)
('6048279502606792', False)
('2489778180351428', False)
('6233132702428144268', False)
('44357666468808', False)
('19868077251720200', False)
('26787331257665896', False)
('311082717370127293', True)
('3362577239552', True)
('3937851694814110', True)
('9301980109899', False)
('504666843944355', False)
('564793063136403023', False)
('726227516586147417', False)
('203413220912373466', False)
('0175908677724', False)
('652390048564573652', True)
('4887384664532734', True)
('46432352745138', True)
('19274625324666216', True)
('709004369090100158', True)
('189275667054010116', False)
('9243849933574897', False)
('56223497438183122', True)
('8313463394642', False)
('2527547217557891', True)
('8875637143324246', True)
('25569457178616043', True)
('51599917549296', False)
('093758090178311', True)
('0043469566445968666', True)
('22284698968057770', False)
('96185751977335', True)
('7283741163849', True)
('1651150156372412', True)
('3599999513102', False)
('741711726634567', False)
('0128923569214510239', True)
('6876397681090769949', False)
('2653572762580458', False)
('14722549661122311', False)
('3505274603683702', True)
('92636278868757965', True)
('4826137826594', True)
('1625207577464', False)
('24723089162679632', True)
('755723817168750992', True)
('5810182297223', False)
('14476002990777551', True)
('7133444240426622', False)
('5894881042376138', False)
('2930763795588152257', False)
('7957653052502477', True)
('9346041192129', True)
('9681223975520490', False)
('3875716143367866071', True)
('948105149716004550', False)
('6094484377042918015', True)
('67665098667405', True)
('3811521363306927', False)
('65809012739146', False)
('6992642778650198', True)
('2449487642357531', False)
('5221877185113', False)
('79078525196541', False)
('295440173219199', True)
('32564087920903', False)
('2968159008230', True)
('38126137644273', True)
('781730629460312', False)
('1184178951548', True)
('4030914535743810031', True)
('708745486944019222', False)
('0987591318378', False)
('45503645579998096', True)
('3996348472948014327', True)
('894292361265304732', False)
('25355067560630', False)
('02601950108246344', True)
('4852405293104016', False)
('9397067796720879', False)
('02018951572072', False)
('893816236743380', False)
('8413743281602202041', True)
('7880372972529', True)
('0242464613020508393', True)
('3501618234402430980', False)
('9999108884886657164', False)
('8585808277227852055', False)
('2385322316871', True)
('9215414397602082', False)
('27372770872287686', True)
('503610650430053568', False)
('966532690139483314', True)
('9184156865289809668', False)
('368922405772136211', True)
('1333985112971526', True)
('262650524110561', False)
('9158673955719', True)
('59040149591141489', True)
('4636607911423594', True)
('8115658055890', False)
('987931679303928215', True)
('1133992319847717', True)
('3571292237254432687', True)
('0018822351971', True)
('4366920735194854500', True)
('50934178803598', True)
('603595434885349', True)
('451704667600499', True)
('0360071378597570870', True)
('066608590143518', True)
('66632280499886625', True)
('0970356685767768', False)
('75194490384030', False)
('23772761979308', True)
('757413639431025015', False)
('3876370636505536113', False)
('0128295679965254', True)
('1634239406069816373', False)
('32732303528424635', False)
('3352914560893', False)
('373200888881396524', False)
('8664404268158', False)
('7901228920445', False)
('704327794560967', True)
('5587115848684', False)
('5795047688974038', True)
('8328063573251695364', True)
('5774337767990804869', False)
('0550599059801124600', True)
('3934325646440939', True)
('42455386594339538', False)
('5119426311699288', True)
('6720144360528069703', False)
('5074918632624854288', True)
('73600397578674', False)
('11317271988410322', False)
('3360855154221886', False)
('1373335502852897', True)
('4971215451474168', False)
('901006164318229', True)
('214858602400965', False)
('9151416063507079', True)
('8703471073567556213', False)
('7734153699811', False)
('3126668618470923', True)
('5521170132210576', False)
('2134607255436', False)
('1902649562827233224', True)
('076070389030032', False)
('17457097719831427', False)
('28969602045472', False)
('4140719686100361813', False)
('9112125904122', False)
('605993829255439538', False)
('285820501442326528', True)
('9117197690289835', False)
('152241565532314432', False)
('258552881347302985', True)
('23393313701103214', False)
('27484015270253277', True)
('5621533379978', False)
('47470175445774', True)
('73628995513405', False)
('510813076263124393', True)
('89331302572114430', True)
('7086489581028360370', False)
('262958858995905782', False)
('8207117534776519', True)
('1272710957344', False)
('23651355814432854', True)
('1778612563516017800', False)
('203383519683160309', False)
('07757701123505', True)
('56612228722919', True)
('1978158807236', True)
('698911603778213', True)
('04595810813803', False)
('846498317846413998', True)
('8313592556103', True)
('2507170000841897354', False)
('990851830720000936', False)
('5008795630043', True)
('324701774655445', True)
('50689051815966', False)
('01206155810106981', True)
('9277312032776490', False)
('674679666768574782', False)
('2139937287441888', True)
('2299432039306270', False)
('643476644705206446', False)
('4599215266794087481', True)
('7717540922171921608', False)
('4686915968364712392', True)
('8265444960888348', False)
('470470134139933389', True)
('661247703403474', False)
('910274818638901318', True)
('0358412547720180', False)
('444543663910558989', False)
('127264571573083781', True)
('48098707170882486', True)
('23382387234987', False)
('178084493642003', False)
('0037203167455105845', True)
('5981872603390801654', False)
('9532696181373971', False)
('10256732065343', True)
('9632327960782527040', True)
('9885317272073', False)
('24901117711763666', True)
('298583045255037', True)
('3756501441285', True)
('93692891586887549', True)
('50272550818939985', False)
('3448094574360439201', True)
('560250812299258960', False)
('2460599194040084479', False)
('79338055108450', True)
('1439957444261698882', True)
('3018431361752737', True)
('2122255390117724887', True)
('376287792995424', False)
('9711832099612628692', False)
('3637411343999047294', False)
('164228105945135462', False)
('1630603754402', True)
('9276744207157081901', True)
('1189420173213659912', True)
('762595284915532', True)
('896810190030150601', True)
('828439146644497', True)
('1348980009362353', True)
('7390750179347389423', True)
('531170234857836', True)
('30182636497760', False)
('4268509093708872019', False)
('582128030983018673', False)
('59337486925759', False)
('1008932923076412', False)
('65361597564515', True)
('132018504698470566', True)
('2637189824789', True)
('9588148332852126', False)
('246447265094646', True)
('1388510200236097', True)
('3665862778022494', False)
('16633135642387', True)
('1432487766234', False)
('759881497824967924', False)
('9903612236434404257', False)
('5753904166980301', False)
('5721061944140076333', True)
('12175790254519226', True)
('62576710091636482', False)
('2543501806895', False)
('08231958965462', True)
('870724152348944', False)
('5807281736432', False)
('5169867610961377674', False)
('929117358097590', False)
('89761329046966', True)
('768044350686028', False)
('6080381161575147884', True)
('9684765228277090332', True)
('912595409531155', False)
('596156477731327', True)
('9373906879236', False)
('9915479135683671537', True)
('2726391164451620693', False)
('7957293289850', False)
('5122393317321', False)
('0918447744965', True)
('7078212667099462', True)
('5288128403567077', True)
('857731656414384', False)
('78028366508404', False)
('6822328969270667', True)
('62132823959193315', False)
('435466626762379', False)
('1536876017101405733', True)
('7972287358678', False)
('6640845729069053629', False)
('4099656986345316674', False)
('471847489701544376', False)
('10524763335855', True)
('7836068525018571591', True)
('8115945363736837', True)
('022060409122581436', False)
('44236509804856697', False)
('84428375966312724', False)
('9180588972932716245', False)
('73068823075974643', False)
('6679287165728718', True)
('42507816006415698', False)
('0934138218974060', False)
('46376485883811916', False)
('621467154240461883', False)
('311784245983030051', False)
('233798261387425', True)
('0049193198913', False)
('207697563758341099', False)
('0295910519623387', False)
('7054767204423864462', True)
('38767504696824', False)
('05520510370291955', True)
('57569547528967352', True)
('678317656223668898', True)
('5041508259299368603', False)
('144757800868231758', False)
('86105858185767823', True)
('262190113065307776', False)
('661843289294327', True)
('7057536948590480147', True)
('84213248694098531', False)
('7492608981274897', True)
('298477971270039', True)
('48294636574025', False)
('5122001400751101443', False)
('4000243537559', False)
('6830981212057', False)
('91790669986226723', True)
('8327729547082', True)
('441882019796082690', True)
('1272085300864984055', False)
('663259875987240', True)
('63011041149991911', False)
('5572068773667559', True)
('03735899690063376', False)
('86912139220705323', False)
('524914566992692065', False)
('94228328923650893', False)
('379179739543515', False)
('396131080221752179', True)
('497092914885095181', True)
('3309423951338306', False)
('75929640464574', True)
('5914054131652720', False)
('450052601002187', False)
('871471734242358453', True)
('6703328458173', False)
('412168676975268', True)
('0841260819444533', False)
('31485503835734', False)
('66580268316116', False)
('57159868615916900', False)
('89260248329751', False)
('6355587108848', True)
('361235465332950', True)
('852472549999404857', False)
('53120369824265', False)
('6267632006523', False)
('9389403930552702101', False)
('485497913730323', True)
('8548841598487', False)
('49563394461220918', True)
('68805126797415', True)
('935298398829622', True)
('28036941521488', False)
('0974203481348003800', False)
('1314386081711805893', False)
('5199870020180320152', False)
('292511521566244513', False)
('87818743011418534', False)
('572317390109369455', True)
('754486990933060', False)
('21001983947105', False)
('034197506843125368', False)
('8499478336942148', False)
('87170032426352781', False)
('50324163361710429', True)
('51537979508243136', True)
('1146053675316964', True)
('70483002643537', True)
('399512886398877', False)
('6691884559980216721', True)
('525797011268746203', False)
('7270886950820076', True)
('83395299755557', True)
('802234191406940613', True)
('105222660352240', True)
('5265148853355', False)
('3574796470835341243', True)
('532243781002126641', False)
('039172013899655', True)
('3133843003593791727', False)
('04650953772810912', False)
('3830324584236', False)
('0580057156253', False)
('225620678314091', True)
('223270169725803625', True)
('151827273386378', True)
('6731715492066', True)
('19534153715709053', False)
('141471220386661', False)
('41636121673679', True)
('952917946794412', True)
('7724185871488', False)
('4198969208282327', True)
('00937782363223', False)
('1097374114680847', True)
('53961791540322237', True)
('5077576543253591', False)
('9325436266098405650', False)
('8542277205233317', False)
('71015903654178', False)
('432902390878436384', True)
('8569646382522462330', False)
('7498470629651921583', False)
('7531912180806', False)
('436466620984580', True)
('4827633451122227129', False)
('487996132736195203', True)
('742321016656823221', True)
('90173433307965405', True)
('7401056991437817', True)
('1087863102105', False)
('14050234905221', False)
('605206540748839688', False)
('46303749503284', False)
('6254246656564175', False)
('975911399987384176', True)
('5430104655618105', False)
('995961457065011843', True)
('16636225156066533', True)
('2524404533809098', True)
('275393171478214', False)
('699301876989813', False)
('0789740609649856490', True)
('4543042438388173', False)
('33468005390569643', False)
('1278152837022', False)
('7785320971921', False)
('8444136233879922', False)
('6539078600811650', True)
('377038370516987604', True)
('322512036915069', False)
('6899142489744699', False)
('02571004985071', False)
('381442127259797', True)
('45408117386625', True)
('070543956998652424', False)
('425476988028212', False)
('2935738234239300', True)
('8257209551355', True)
('203011439825136', True)
('605107398928301', True)
('26645814445978323', True)
('937324706243872', True)
('6532628404128547066', True)
('263787290674508', False)
('55142294067655235', True)
('6470594352040620', True)
('16151662142952', True)
('563974280750069426', True)
('828889496081405714', True)
('03603082964683', False)
('14483668725932', True)
('576346108968174', False)
('018201254537245765', True)
('9693000016514882728', False)
('0873650105533729', True)
('90687892768477287', False)
('52762077246878240', True)
('4526466849932', True)
('7832772460779', False)
('52031829944913256', False)
('1296199022172', True)
('8432768401787502276', True)
('66729025112660', True)
('2790293348761645', False)
('45138541430414', True)
('245215751702545872', True)
('01428050756099', True)
('52171748469005843', False)
('8856230134486936', False)
('727162242399780', False)
('521238790285531', False)
('79562146307097720', False)
('8556383746799451669', True)
('2391547173089', True)
('1421015876288645', True)
('4232710721009454676', True)
('153697810489201', False)
('2771310935397663333', True)
('3733802863707037', True)
('6569249063660122208', False)
('7025246183924989', False)
('33621272806151903', True)
('4615226310450131760', False)
('021019400430604', True)
('5182977451886490239', True)
('709992851879774', False)
('64184711926682754', False)
('1509456554697810402', False)
('42774019747666', False)
('592706997233107', False)
('2415162057960', False)
('91795241211847189', True)
('48001144323476', True)
('533987856797530971', True)
('4973293570607842699', True)
('09112144286857', True)
('87456894394402', True)
('6861921809140', False)
('80313885868608439', True)
('55602305394435266', True)
('5349254457795', True)
('999319637942118', False)
('94744545158998144', True)
('38036941831117240', False)
('2827323134787', True)
('8366217590826', False)
('16514679919045', True)
('9714265303021130', True)
('69733673024220512', True)
('0411393861320909020', True)
('74895129107292', False)
('104475969376192', False)
('26572422653732890', True)
('947570530921733521', True)
('935942933352232', False)
('4288479952100', True)
('73305980019078443', False)
('66570314054936', True)
('694252964148624432', True)
('51670181461771925', False)
('764430714467508', False)
('34608736778853', True)
('2292741856701244766', True)
('89045414754303801', True)
('230739740008599', True)
('45038292545531174', True)
('4660575434631', True)
('33466942696805929', True)
('1853105290820', False)
('93721508979215626', True)
('9757425274392898', True)
('0396203888935172999', False)
('0661863760791434537', False)
('8000369281888240', True)
('202885779045525368', False)
('987680777871712', False)
('80547796308867', False)
('204890285005110', False)
('49144346901589', True)
('20107193685695267', False)
('5094847271851264517', True)
('81555406970772289', False)
('92969862981938', False)
('4466112802310211', True)
('42136896866722', True)
('6746150062026', False)
('7492373143860840510', True)
('443918102313937', False)
('7127116706100245783', True)
('844704915990252081', True)
('2358378860910064030', True)
('360642950125500031', True)
('543645746208916856', False)
('036879986706062', True)
('79000785906968899', False)
('767789305255383', True)
('8252345720684015', True)
('6960178524237', False)
('4890290964569129960', False)
('47035849386520', True)
('999498307220806583', True)
('37997062905207', False)
('129209373222436', False)
('05391075666234628', False)
('2141717380961094133', True)
('76335379000634297', False)
('9882127072302270086', True)
('59515829092458', True)
('861386231331969', False)
('3435365884287689161', True)
('2799512002894249402', False)
('885957201807204', True)
('37044808339498', False)
('2930429488154', True)
('132300092331935432', False)
('22197173266069501', True)
('975545556376775', False)
('1531257234264802164', True)
('553725708134292', False)
('42993984735528', False)
('28928349691752605', True)
('998617530908160399', True)
('89070664878730', True)
('84759555842004', True)
('4156920289218', True)
('96737486742233850', True)
('4989200101973043346', True)
('7175572495306082275', False)
('72179885523344152', False)
('2969286862226029108', True)
('04767742505225', True)
('337773527654791949', False)
('9113669598109301', False)
('74730397833701511', True)
('82935207298597328', True)
('0299500902698132', True)
('538055949923343199', True)
('734228059548727235', True)
('9672600785208138', False)
('26692383606276598', False)
('06127600939274736', True)
('510234848552162222', False)
('97832080559719', False)
('651244831800981726', False)
('92857748722370694', True)
('858511811358414', True)
('7061192472753623321', False)
('2003651867011382401', False)
('84081154568372826', False)
('7278724589424338251', True)
('2315150266211', False)
('58175079561503', False)
('3052238066292', True)
('88852695711976085', True)
('5971507089544389685', True)
('268014675847485', False)
('7383665748224860261', False)
('34201156376208', True)
('3719493270371191', False)
('9879001874153', False)
('2218007594067570128', True)
('73258356149504377', True)
('8990814648022', False)
('4784701359164032393', False)
('954856459759602', True)
('5104745362715629', False)
('158670645219189096', True)
('866950854243267', True)
('611957934569153346', False)
('61984172378217276', False)
('04374619797519730', True)
('5296395502676', True)
('9390772499123', False)
('199635915354884', True)
('75014395561262502', True)
('246766093598654', False)
('2117877995140016', True)
('501631963136136', True)
('306818102790322', False)
('460421567321875523', False)
('474163575024487', False)
('24668218461016', True)
('624955056407324', True)
('83604937062433543', False)
('2011795828970622', False)
('9136363196463442', False)
('89557378671351', False)
('9548150204659038181', False)
('58282551788032', True)
('48538271520291', True)
('472660417887251914', True)
('63952929028047', False)
('26547466833510512', True)
('067711346010441521', True)
('7503328732525912', True)
('03236799831826836', False)
('90290700991332', False)
('331171249717511179', False)
('802554293962024808', True)
('243108282296373', False)
('0158082591812349988', False)
('5470262029890890', True)
('305973578871069796', True)
('31958852588624487', True)
('388975590285560', True)
('3809078139006376', False)
('089204237279072', False)
('924358932383982', False)
('112401844142393', True)
('893901491114204828', False)
('8221644530798496', False)
('3761828697387', False)
('9378775181557078963', False)
('0222517306574299', True)
('17630590983874837', True)
('850913622787916076', True)
('0333304468355752962', False)
('577688446306446', True)
('59795840954171793', True)
('2718065797830348', False)
('92019375302838109', False)
('7190702765749704830', True)
('3825839961549191', False)
('41771586125384', False)
('68996445584807861', False)
('9141352796588', True)
('7118786201010370531', False)
('78952660552910574', False)
('67715571107584492', False)
('7405734292938890001', True)
('80897037455479733', True)
('3194890146850690419', False)
('414759731944097', False)
('7899751418203755', False)
('8248770487730373002', True)
('3269099439841176654', True)
('22728348208060697', False)
('24862151318792', False)
('0928722047851', True)
('0824360605792022595', False)
('3770484287870', False)
('755754463697044235', False)
('3545977262329', False)
('1886093003805', True)
('8837543246938622842', True)
('536328253242399106', False)
('859001358494102', True)
('1362561275739', False)
('50502339426634820', True)
('179767920942980', False)
('9735678551232636', True)
('2717344738437', False)
('4622117948957', False)
('3377847743639', True)
('9724184440497', False)
('17438502595435', False)
('6062558936526648', False)
('44505593361260567', False)
('253008637346518', True)
('91901747309462278', False)
('215251677029160996', False)
('77188722168540', False)
('46689123020832', True)
('6169323297141384', True)
('32569000636973', True)
('859879908229577', False)
('94238408504341', False)
('07576895760660', True)
('6513741671115', True)
('278669561283014616', True)
('868072412934833997', True)
('6061125896558', False)
('1501942394889', True)
('6109358777031724', False)
('433678468305495', False)
('977067064131301', True)
('663166382223961', True)
('1598238918657718994', False)
('0772662087729177', False)
('769490829458550836', True)
('605027126766429', True)
('77912806458614281', True)
('7521294859689737494', False)
('4691586105222726185', False)
('4754196467854', False)
('5543463290137911', False)
('945030541046094', False)
('534267302716410', False)
('617853923630839', False)
('6903161508086743040', True)
('2819296438805450', True)
('9435402350861716', False)
('9734447881349044', False)
('89607542029599280', True)
